station_id;place_name;address;city;country;type;latitude;longitude;weights
3021;Cinema Nuovo Sacher;Largo Ascianghi, 1, 00153 Roma RM;Rome;Italy;Cinema;;;0.4
3022;Multisala Barberini;P.za Barberini, 24/26, 00187 Roma RM;Rome;Italy;Cinema;;;0.6
3023;Cinema Nights at Piazza Vittorio;P.za Vittorio Emanuele II, 00185 Roma RM;Rome;Italy;Cinema;;;1
3024;Jackie O’;Via Boncompagni, 11, 00187 Roma RM;Rome;Italy;Dance club;;;0.3
3025;Raspoutine;Via Maria Cristina, 2, 00196 Roma RM;Rome;Italy;Dance club;;;0.6
3026;Profumo Spazio Sensoriale;Via di Villa Lauchli, 1, 00191 Roma RM;Rome;Italy;Dance club;;;0.1
3027;Alcazar Live;Via Cardinale Merry del Val, 14b, 00153 Roma RM;Rome;Italy;Dance club;;;1
3028;Shari Vari Play House;Via di Torre Argentina, 78, 00186 Roma RM;Rome;Italy;Dance club;;;1
3029;Art Cafè;Viale del Galoppatoio, 33, 00197 Roma RM;Rome;Italy;Dance club;;;0.5
3030;Coho Apartment;Via del Tritone, 118, 00187 Roma RM;Rome;Italy;Dance club;;;0.8
3031;Toy Room;Via degli Avignonesi, 73, 00187 Roma RM;Rome;Italy;Dance club;;;0.8
3032;The Sanctuary Eco Retreat/Voodoo Bar;Via delle Terme di Traiano, 4A, 00184 Roma RM;Rome;Italy;Dance club;;;0.6
3033;Spazio Novecento;Via Chopin, 12, 00144 Roma RM;Rome;Italy;Dance club;;;0.1
3034;Goa;Via Giuseppe Libetta, 13, 00154 Roma RM;Rome;Italy;Dance club;;;0.2
3035;Notorious;Via di S. Nicola da Tolentino, 22, 00187 Roma RM;Rome;Italy;Dance club;;;0.8
3036;Villa Borghese Gallery;Piazzale Scipione Borghese, 5, 00197 Roma RM;Rome;Italy;Museum;;;1
3037;Capitoline Museum;Piazza del Campidoglio, 1, 00186 Roma RM;Rome;Italy;Museum;;;0.9
3038;Terme di Diocleziano;Viale Enrico de Nicola, 78, 00185 Roma RM;Rome;Italy;Museum;;;0.6
3039;Museum of Roman Civilization;Via Laurentina, 470, 00142 Roma RM;Rome;Italy;Museum;;;0.6
3040;National Etruscan Museum;Piazzale di Villa Giulia 9, 00196 Roma RM;Rome;Italy;Museum;;;0.6
3041;MAXXI Museum;Via Guido Reni, 4a, 00196 Roma RM;Rome;Italy;Museum;;;0.5
3042;Villa Farnesina;Via della Lungara, 230, 00165 Roma RM;Rome;Italy;Museum;;;0.4
3043;Vatican Museums;Viale Vaticano, 100, 00192 Roma RM;Rome;Italy;Museum;;;3
3044;Palazzo Barberini;Via delle Quattro Fontane, 13, 00184 Roma RM;Rome;Italy;Museum;;;0.5
3045;Villa Borghese;Piazzale Napoleone I, 00197 Roma RM;Rome;Italy;Park;;;0.9
3046;Villa Pamphilj;Via Aurelia Antica, 12, 00164 Roma RM;Rome;Italy;Park;41.888992;12.444942;0.7
3047;Pincio Hill Gardens;Viale Gabriele D'Annunzio, 00187 Roma RM;Rome;Italy;Park;;;0.4
3048;The Botanical Garden;Largo Cristina di Svezia, 24, 00165 Roma RM;Rome;Italy;Park;;;0.7
3049;Villa Celimontana;Via della Navicella, 12, 00184 Roma RM;Rome;Italy;Park;;;0.5
3050;Roseto Comunale;Via di Valle Murcia, 6, 00153 Roma RM;Rome;Italy;Park;;;0.5
3051;Villa Torlonia;Via Nomentana, 70, 00161 Roma RM;Rome;Italy;Park;;;0.4
3052;Via Appia Antica;Via Appia Antica, 42, 00178 Roma RM;Rome;Italy;Park;;;0.1
3053;Villa Ada;Via Salaria, 267, 273/275 Roma RM;Rome;Italy;Park;;;0.4
3054;Orange Garden;Piazza Pietro D'Illiria, 00153 Roma RM;Rome;Italy;Park;;;0.7
3055;Parco degli Acquedotti;Via Lemonia, 221, 00174 Roma RM;Rome;Italy;Park;;;0.2
3056;Trattoria Vechia Roma;Via Ferruccio, 12/b/c, 00185 Roma RM;Rome;Italy;Restaurant;;;0.6
3057;Ristorante Strega;Piazza del Viminale, 27/31, 00184 Roma RM;Rome;Italy;Restaurant;;;0.5
3058;La Scalinata;Via di Sant'Andrea delle Fratte, 32, 00187 Roma RM;Rome;Italy;Restaurant;;;0.7
3059;Pane e Salame;Vicolo delle Bollette, 13, 00187 Roma RM;Rome;Italy;Restaurant;;;0.6
3060;Ristorante Carlo Menta;Via della Lungaretta, 101, 00153 Roma RM;Rome;Italy;Restaurant;;;0.7
3061;Alle Fratte di Trastevere;Via delle Fratte di Trastevere, 49/50, 00154 Roma RM;Rome;Italy;Restaurant;;;0.7
3062;Pastasciutta;Via delle Grazie, 5, 00193 Roma RM;Rome;Italy;Restaurant;;;1
3063;Felice e Testaccio;Via Mastro Giorgio, 29, 00153 Roma RM;Rome;Italy;Restaurant;;;0.4
3064;Trattoria Monti;Via di S. Vito, 13, 00185 Roma RM;Rome;Italy;Restaurant;;;0.7
3065;Ristorante Il Papalino;Borgo Pio, 172/173, 00193 Roma RM;Rome;Italy;Restaurant;;;0.7
3066;Taverna Giulia Ristorante;Vicolo dell'Oro, 23, 00186 Roma RM;Rome;Italy;Restaurant;;;0.6
3067;Da Francesco Ristorante;Piazza del Fico, 29, 00186 Roma RM;Rome;Italy;Restaurant;;;0.6
3068;Tazza d'Oro;Via Appia Nuova, 231, 00183 Roma RM;Rome;Italy;Restaurant;;;0.4
3069;Pane pane vino ar vino;Via del Gesù, 84, 00186 Roma RM;Rome;Italy;Restaurant;;;0.5
3070;Pizzeria da Remo;Piazza di S Maria Liberatrice, 44, 00153 Roma RM;Rome;Italy;Restaurant;;;0.6
3071;Trapizzino Testaccio;Via Giovanni Branca, 88, 00153 Roma RM;Rome;Italy;Restaurant;;;0.4
3072;Palatine Hill;Via di San Gregorio, 30, 00186 Roma RM;Rome;Italy;Ruins;;;3
3073;Roman Forum;Clivo Argentario, 1, 00186 Roma RM;Rome;Italy;Ruins;;;3
3074;Baths of Caracalla;Viale delle Terme di Caracalla, 00153 Roma RM;Rome;Italy;Ruins;;;0.7
3075;Piazza di Spagna;Piazza di Spagna, 00187 Roma RM;Rome;Italy;Square;;;1
3076;Piazza Navona;Piazza Navona, 00186 Roma RM;Rome;Italy;Square;;;1.5
3077;Piazza del Popolo;Piazza del Popolo, 00187 Roma RM;Rome;Italy;Square;;;1.5
3078;Piazza Santa Maria in Trastevere;Fontana di Santa Maria in, Piazza di Santa Maria in Trastevere, 00153 Roma RM;Rome;Italy;Square;;;0.9
3079;Piazza della bocca della verita;Piazza della Bocca della Verità, 18, 00186 Roma RM;Rome;Italy;Square;;;0.9
3080;Piazza Colonna;P.za Colonna, 00187 Roma RM;Rome;Italy;Square;;;0.6
3081;Piazza della Rotonda;Piazza della Rotonda, 00186 Roma RM;Rome;Italy;Square;;;0.9
3082;Piazza Venezia;Piazza Venezia, Roma RM;Rome;Italy;Square;;;3
3083;Piazza Mattei;Piazza Mattei, 00186 Roma RM;Rome;Italy;Square;;;0.6
3084;Termini Station;Piazza dei Cinquecento, 1, 00185 Roma RM;Rome;Italy;Subway station;;;3
3085;Barberini Station;Barberini, Roma RM;Rome;Italy;Subway station;;;0.9
3086;Vittorio Emanuele Station;Vittorio Emanuele, Roma RM;Rome;Italy;Subway station;;;3
3087;Castro Pretorio Station;Castro Pretorio, Roma RM;Rome;Italy;Subway station;;;0.7
3088;Policlinico Station;Policlinico, Roma RM;Rome;Italy;Subway station;;;0.9
3089;Colosseo Station;Piazza del Colosseo, 00184 Roma RM;Rome;Italy;Subway station;;;3
3090;Cavour Station;Via Urbana, 72, 00184 Roma RM;Rome;Italy;Subway station;;;0.6
3091;Repubblica Station;P.za della Repubblica, 00185 Roma RM;Rome;Italy;Subway station;;;0.7
3092;Piramide Station;Piramide, Roma RM;Rome;Italy;Subway station;;;0.7
3093;Valle Aurelia Station;Valle Aurelia, 00136 Roma RM;Rome;Italy;Subway station;;;0.6
3094;Lepanto Station;Lepanto, Roma RM;Rome;Italy;Subway station;;;0.6
3095;Bologna Station;Bologna, Roma RM;Rome;Italy;Subway station;;;0.9
3096;Tiburtina Station;Tiburtina, Roma RM;Rome;Italy;Subway station;;;1.5
3097;Circo Massimo station Station;Circo Massimo, Roma RM;Rome;Italy;Subway station;;;0.9
3098;Trastevere Railway;Roma Trastevere, Roma RM;Rome;Italy;Train Station;;;0.9
3099;Saint Pietro Railway;Roma San Pietro, Roma RM;Rome;Italy;Train Station;;;0.6
3100;Valle Aurelia Railway;Valle Aurelia, Roma RM;Rome;Italy;Train Station;;;0.4
3101;Manzoni Station;Viale Manzoni, 10, 00185 Roma RM;Rome;Italy;Subway station;41.8902811;12.5062056;1.5
3102;Via di San Gregorio;Via di San Gregorio, 00186 Roma RM;Rome;Italy;Bus Stop;41.8874847;12.4899609;2
3103;Via dei Fori Imperiali;Via dei Fori Imperiali, 00186 Roma RM;Rome;Italy;Bus Stop;41.8937258;12.4863876;2.5
3104;Via del Corso;Via del Corso, 304, 00187 Roma RM;Rome;Italy;Bus Stop;41.8977298;12.4816203;2
3105;Via della Conciliazione;Via della Conciliazione, 00193 Roma;Rome;Italy;Square;41.9024058;12.4617231;3
3106;Via Piave;Via Piave, 00198 Roma RM;Rome;Italy;Bus Stop;41.9108332;12.4980548;1
3107;Viale Scalo San Lorenzo;Viale Scalo San Lorenzo, 80, 00185 Roma RM;Rome;Italy;Bus Stop;41.8964863;12.5192075;0.9
3108;San Giovanni Station;Via Giulio Romano, 23, 00196 Roma RM;Rome;Italy;Subway station;41.8852018;12.5093327;2
3109;Re di roma Station;Re di roma, 00183 Roma RM;Rome;Italy;Subway station;41.8821773;12.513553;1
3110;Pigneto Station;Pigneto, 00176 Roma;Rome;Italy;Subway station;41.8885494;12.5277418;2
3111;Ponte lungo Station;Ponte lungo, 00183 Rome RM;Rome;Italy;Subway station;41.8779634;12.519069;0.9
3112;Furio camillo Station;Furio camillo,00179 Roma;Rome;Italy;Subway station;41.8747215;12.5224101;0.9
3113;Colli albani Station;Colli albani,00179 Roma;Rome;Italy;Subway station;41.8696787;12.529849;0.9
3114;Arco di travertino Station;Arco di travertino,00179 Roma;Rome;Italy;Subway station;41.8666474;12.5347364;0.9
3115;Porta furba Station;Via Gaio Melisso, 26, 00175 Roma RM;Rome;Italy;Subway station;41.8635881;12.5479297;0.8
3116;Numidio quadrato Station;Numidio quadrato,00175 Roma;Rome;Italy;Subway station;41.8619434;12.5523049;0.8
3117;Lucio sestio Station;Lucio sestio,00174 Roma;Rome;Italy;Subway station;41.8600025;12.5569811;0.7
3118;Giulio agricola Station;Giulio agricola,00174 Roma;Rome;Italy;Subway station;41.8568943;12.562437;0.7
3119;Subaugusta Station;Subaugusta,00175 Rome;Rome;Italy;Subway station;41.8540204;12.5677414;0.6
3120;Cinecittà Station;Cinecittà,00174 Roma;Rome;Italy;Subway station;41.8495932;12.5741186;1.5
3121;Anagnina Station;Anagnina,00173 Roma;Rome;Italy;Subway station;41.8425332;12.5861039;1.5
3122;Alessandrino Station;Alessandrino,00169 Roma;Rome;Italy;Subway station;41.8714192;12.5781032;0.7
3123;Parco di Centocelle Station;Via Casilina, 895, 00172 Roma RM;Rome;Italy;Subway station;41.8744427;12.5678089;0.6
3124;Mirti Station;Mirti,00172 Rome;Rome;Italy;Subway station;41.8812265;12.566437;0.7
3125;Gardenie Station;Gardenie,00172 Roma;Rome;Italy;Subway station;41.8862994;12.5613762;0.7
3126;Teano Station;Teano,00177 Roma;Rome;Italy;Subway station;41.8896731;12.5509226;0.7
3127;Lodi Station;Via la Spezia, 121, 00182 Roma RM;Rome;Italy;Subway station;41.8870032;12.5186424;1.5
3128;Piazza del Risorgimento;Piazza del Risorgimento, 00192 Roma RM;Rome;Italy;Bus Stop;41.9063301;12.4573315;2.5
3129;Cipro Station;Via Cipro, 00136 Roma RM;Rome;Italy;Subway station;41.9077182;12.4471604;2.5
3130;Ottaviano Station;Ottaviano,00192 Roma;Rome;Italy;Subway station;41.9091734;12.4575855;2.5
